Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
662,Give honest answers to contact tracers when in an interview.,848,"[2, 4, 4, 4, 3]",3.4,positive
662,Give honest answers to contact tracers when in an interview.,953,"[4, 4, 4]",4,positive
662,Give honest answers to contact tracers when in an interview.,891,"[3, 2, 4]",3,negative
662,Give honest answers to contact tracers when in an interview.,6102,"[3, 1, 4]",2.666666667,negative
662,Give honest answers to contact tracers when in an interview.,2475,"[3, 3, 2]",2.666666667,negative
662,Give honest answers to contact tracers when in an interview.,5815,"[1, 4, 4]",3,negative
662,Give honest answers to contact tracers when in an interview.,4260,"[3, 4, 3]",3.333333333,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,1615,"[3, 2, 3]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4138,"[2, 1, 1]",1.333333333,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4279,"[4, 4, 3]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,6898,"[2, 4, 3]",3,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,848,"[3, 3, 2]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5202,"[3, 3, 3]",3,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,2483,"[4, 4, 4]",4,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,2524,"[3, 3, 4]",3.333333333,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,551,"[1, 3, 4]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,2492,"[4, 3, 2]",3,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,555,"[1, 3, 1, 4, 3]",2.4,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4263,"[4, 3, 1]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,946,"[4, 1, 2]",2.333333333,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,3830,"[3, 3, 4]",3.333333333,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4200,"[1, 4, 3]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,2475,"[4, 4, 4]",4,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,1515,"[3, 3, 4]",3.333333333,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4265,"[3, 3, 3]",3,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4190,"[4, 1, 4]",3,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,6131,"[4, 3, 4]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4264,"[3, 4, 4]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,4415,"[3, 1, 3]",2.333333333,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,444,"[4, 3, 4]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,1954,"[1, 1, 3]",1.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5485,"[4, 4, 3]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,3559,"[4, 1, 3]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5481,"[2, 4, 4]",3.333333333,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5259,"[3, 1, 1]",1.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5751,"[1, 2, 1]",1.333333333,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,2486,"[4, 4, 3]",3.666666667,positive
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,619,"[3, 2, 3]",2.666666667,negative
663,These contact tracers will only take 15-30 minutes of your time and ask you a handful of questions to make sure you are safe and not at risk of catching COVID-19.,5507,"[4, 1, 1]",2,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5166,"[3, 4, 4]",3.666666667,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",7004,"[4, 4, 3]",3.666666667,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6345,"[3, 2, 4]",3,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6300,"[3, 1, 4]",2.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6939,"[3, 4, 3]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",7038,"[3, 3, 3]",3,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",1591,"[3, 3, 1]",2.333333333,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5037,"[1, 4, 3]",2.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5510,"[1, 2, 4]",2.333333333,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5035,"[1, 2, 1]",1.333333333,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5165,"[4, 4, 2]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",3440,"[1, 3, 4]",2.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",1763,"[3, 3, 4, 4]",3.5,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6692,"[1, 3, 4, 3]",2.75,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6544,"[3, 1, 4]",2.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",1239,"[4, 3, 4]",3.666666667,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6090,"[2, 4, 4]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",7042,"[4, 4, 1]",3,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5497,"[3, 3, 4]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5139,"[2, 3, 4]",3,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6992,"[2, 1, 3]",2,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6679,"[3, 1, 3]",2.333333333,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",2011,"[4, 4, 1]",3,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6314,"[4, 3, 4]",3.666666667,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6497,"[4, 4, 2]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",2349,"[3, 3, 4]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6346,"[3, 4, 4]",3.666666667,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5495,"[4, 3, 3]",3.333333333,positive
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6876,"[1, 1, 3]",1.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",7006,"[2, 3, 2, 4]",2.75,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",5853,"[4, 3, 1]",2.666666667,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6995,"[3, 3, 4, 1]",2.75,negative
664,"Disabled loved ones need extra help with cooking and chores, but you must wash your hands regularly and maintain 6 ft distance whenever possible.",6928,"[4, 4, 3]",3.666666667,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,7001,"[4, 4, 3]",3.666666667,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4907,"[1, 1, 4]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6335,"[3, 4, 3]",3.333333333,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,775,"[3, 4, 3]",3.333333333,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5886,"[3, 3, 2, 4]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,1831,"[1, 1, 3, 3]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5472,"[1, 4, 1]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4946,"[3, 2, 3]",2.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6236,"[2, 2, 3]",2.333333333,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6913,"[1, 3, 3]",2.333333333,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6497,"[4, 2, 4, 3]",3.25,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4261,"[1, 3, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,1886,"[4, 1, 1]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6992,"[3, 1, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,3099,"[3, 4, 1]",2.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,1852,"[3, 2, 1]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,383,"[3, 4, 3]",3.333333333,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,7004,"[3, 1, 2]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,2511,"[1, 2, 2]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6995,"[4, 4, 3]",3.666666667,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4460,"[3, 3, 3]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4449,"[4, 3, 4]",3.666666667,positive
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5165,"[2, 3, 3, 3]",2.75,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,3141,"[1, 1, 1]",1,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,2517,"[3, 1, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4787,"[3, 2, 3]",2.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6997,"[1, 2, 3, 3]",2.25,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5753,"[1, 3, 3, 1]",2,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,2216,"[3, 1, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6999,"[4, 4, 3, 1]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6939,"[1, 4, 4]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,2893,"[3, 3, 3, 3]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4966,"[3, 1, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,4891,"[4, 4, 1]",3,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,7044,"[2, 4, 1]",2.333333333,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,6684,"[1, 3, 3, 2]",2.25,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5840,"[1, 3, 1]",1.666666667,negative
665,My friend is disabled. Should I ask her how she's completing tasks around the house?,5308,"[1, 1, 4]",2,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",5428,"[3, 2, 1]",2,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",6249,"[2, 1, 4]",2.333333333,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",2537,"[2, 3, 4]",3,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",2440,"[3, 4, 1]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1498,"[3, 4, 2]",3,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",2812,"[2, 3, 3]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",420,"[1, 1, 4]",2,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",224,"[3, 4, 3, 3]",3.25,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1494,"[1, 3, 4]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",3201,"[3, 4, 3]",3.333333333,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",4102,"[3, 1, 4]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",4162,"[1, 3, 4]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",693,"[4, 3, 4]",3.666666667,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1502,"[4, 3, 3]",3.333333333,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1944,"[3, 4, 2]",3,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",979,"[4, 3, 1]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",534,"[2, 4, 3, 3, 4]",3.2,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",944,"[4, 3, 3]",3.333333333,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",5731,"[1, 3, 1]",1.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",483,"[3, 4, 1]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",41,"[4, 4, 4]",4,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",569,"[3, 1, 4]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",6453,"[4, 3, 4]",3.666666667,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1021,"[4, 4, 4]",4,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",2302,"[1, 2, 3]",2,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",6515,"[2, 2, 4]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",993,"[4, 1, 3]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1758,"[4, 3, 1]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",978,"[4, 4, 3, 4, 3]",3.6,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1467,"[4, 1, 1]",2,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",4605,"[2, 2, 3]",2.333333333,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",1719,"[4, 2, 4]",3.333333333,positive
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",894,"[4, 1, 3]",2.666666667,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",4560,"[3, 3, 1]",2.333333333,negative
666,"Medical advise and issues that need addressing, particularly those that have reference to a given area, should be taken up with a community's own specific health department.",2411,"[2, 3, 4]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",6993,"[3, 1, 1]",1.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",535,"[3, 1, 2]",2,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1758,"[2, 4, 2, 4]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",4132,"[3, 2, 3]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",7094,"[3, 2, 3]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5975,"[1, 4, 3]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1337,"[2, 4, 2]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5696,"[4, 3, 1]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1761,"[1, 2, 3, 2, 1]",1.8,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5440,"[4, 4, 3]",3.666666667,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",3016,"[3, 3, 2, 2, 1]",2.2,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",953,"[4, 3, 4]",3.666666667,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",3529,"[4, 2, 3]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1394,"[1, 3, 4]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",4741,"[3, 4, 2]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",6453,"[4, 3, 3]",3.333333333,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",170,"[1, 4, 3, 3, 1]",2.4,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",6577,"[3, 1, 4]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5810,"[1, 1, 2]",1.333333333,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",3880,"[4, 1, 2]",2.333333333,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5420,"[3, 4, 4]",3.666666667,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",15,"[4, 1, 4]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",4216,"[2, 4, 3]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5983,"[2, 3, 4]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",141,"[2, 4, 4]",3.333333333,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",7104,"[1, 3, 4]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",40,"[2, 3, 3]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",4131,"[1, 4, 3, 3, 3]",2.8,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",237,"[4, 1, 1]",2,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1451,"[2, 3, 2]",2.333333333,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",266,"[1, 1, 1]",1,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1507,"[2, 4, 1]",2.333333333,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",6817,"[4, 1, 3]",2.666666667,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",1906,"[3, 3, 3]",3,negative
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",4257,"[4, 3, 3]",3.333333333,positive
667,"When answers are needed for any definitive medical queries, a proximate medical agency should be contacted.",5546,"[3, 3, 2, 4]",3,negative
668,same sleep schedule every night so your body can find its natural,5821,"[4, 4, 1]",3,negative
668,same sleep schedule every night so your body can find its natural,6296,"[2, 3, 3]",2.666666667,negative
668,same sleep schedule every night so your body can find its natural,5732,"[4, 4, 4]",4,positive
668,same sleep schedule every night so your body can find its natural,5782,"[3, 1, 4]",2.666666667,negative
668,same sleep schedule every night so your body can find its natural,6614,"[4, 4, 3]",3.666666667,positive
668,same sleep schedule every night so your body can find its natural,5321,"[1, 2, 4]",2.333333333,negative
668,same sleep schedule every night so your body can find its natural,5178,"[3, 4, 2]",3,negative
668,same sleep schedule every night so your body can find its natural,6613,"[1, 3, 3]",2.333333333,negative
668,same sleep schedule every night so your body can find its natural,2170,"[1, 3, 1]",1.666666667,negative
668,same sleep schedule every night so your body can find its natural,5718,"[3, 4, 4]",3.666666667,positive
668,same sleep schedule every night so your body can find its natural,6368,"[3, 3, 2]",2.666666667,negative
668,same sleep schedule every night so your body can find its natural,6680,"[1, 3, 4]",2.666666667,negative
668,same sleep schedule every night so your body can find its natural,6161,"[4, 4, 3]",3.666666667,positive
668,same sleep schedule every night so your body can find its natural,5616,"[3, 3, 3, 3]",3,negative
668,same sleep schedule every night so your body can find its natural,6825,"[4, 3, 2]",3,negative
668,same sleep schedule every night so your body can find its natural,816,"[2, 4, 4]",3.333333333,positive
668,same sleep schedule every night so your body can find its natural,5491,"[3, 2, 2]",2.333333333,negative
668,same sleep schedule every night so your body can find its natural,6588,"[4, 4, 3]",3.666666667,positive
668,same sleep schedule every night so your body can find its natural,2216,"[1, 2, 3]",2,negative
668,same sleep schedule every night so your body can find its natural,817,"[3, 2, 2]",2.333333333,negative
668,same sleep schedule every night so your body can find its natural,6385,"[3, 3, 3]",3,negative
668,same sleep schedule every night so your body can find its natural,819,"[3, 4, 3]",3.333333333,positive
668,same sleep schedule every night so your body can find its natural,5822,"[3, 3, 4]",3.333333333,positive
668,same sleep schedule every night so your body can find its natural,5733,"[2, 2, 1, 2, 2]",1.8,negative
668,same sleep schedule every night so your body can find its natural,5232,"[2, 2, 3, 4]",2.75,negative
669,How do I fix my sleep cycle?,816,"[2, 3, 4]",3,negative
669,How do I fix my sleep cycle?,4490,"[1, 4, 3]",2.666666667,negative
669,How do I fix my sleep cycle?,6161,"[1, 4, 3]",2.666666667,negative
669,How do I fix my sleep cycle?,6588,"[3, 4, 4]",3.666666667,positive
669,How do I fix my sleep cycle?,1878,"[2, 2, 1]",1.666666667,negative
669,How do I fix my sleep cycle?,5718,"[1, 3, 3]",2.333333333,negative
669,How do I fix my sleep cycle?,1503,"[1, 2, 1, 3]",1.75,negative
669,How do I fix my sleep cycle?,6296,"[3, 2, 1]",2,negative
669,How do I fix my sleep cycle?,3264,"[1, 1, 2]",1.333333333,negative
669,How do I fix my sleep cycle?,5178,"[2, 1, 2]",1.666666667,negative
669,How do I fix my sleep cycle?,6087,"[1, 1, 4, 4]",2.5,negative
669,How do I fix my sleep cycle?,5821,"[4, 3, 4]",3.666666667,positive
669,How do I fix my sleep cycle?,6223,"[1, 1, 3]",1.666666667,negative
669,How do I fix my sleep cycle?,969,"[4, 1, 2]",2.333333333,negative
669,How do I fix my sleep cycle?,2193,"[3, 3, 4]",3.333333333,positive
669,How do I fix my sleep cycle?,4925,"[3, 3, 2]",2.666666667,negative
669,How do I fix my sleep cycle?,1231,"[3, 1, 3]",2.333333333,negative
669,How do I fix my sleep cycle?,5849,"[3, 2, 4]",3,negative
669,How do I fix my sleep cycle?,606,"[1, 3, 4, 3, 1]",2.4,negative
669,How do I fix my sleep cycle?,5321,"[1, 4, 3, 4, 4]",3.2,positive
669,How do I fix my sleep cycle?,5782,"[2, 4, 1]",2.333333333,negative
669,How do I fix my sleep cycle?,1936,"[3, 4, 4]",3.666666667,positive
669,How do I fix my sleep cycle?,3964,"[3, 1, 2, 1, 2]",1.8,negative
669,How do I fix my sleep cycle?,2199,"[2, 1, 1]",1.333333333,negative
669,How do I fix my sleep cycle?,819,"[3, 3, 3]",3,negative
669,How do I fix my sleep cycle?,3394,"[3, 3, 3]",3,negative
669,How do I fix my sleep cycle?,5616,"[1, 4, 2]",2.333333333,negative
669,How do I fix my sleep cycle?,4505,"[3, 3, 3]",3,negative
669,How do I fix my sleep cycle?,6834,"[3, 4, 4]",3.666666667,positive
669,How do I fix my sleep cycle?,5644,"[3, 3, 3]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,1762,"[1, 3, 3]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,4412,"[2, 2, 3]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5575,"[4, 3, 3]",3.333333333,positive
